User,Article,Message,Price,Currency,Date,Status,Platform
azeddine411,💎 مستوي 10 + رقصة هدية ,7610469041,399,points,"6/28/2026, 3:33:21 AM",Delivered,kick
tirchjjk,💎 مستوي 20 + رقصة هدية,6635049966,399,points,"6/28/2026, 3:33:21 AM",Delivered,kick
hamedhamed2011,💎 مستوي 20 + رقصة هدية,5527215451,399,points,"6/28/2026, 3:33:21 AM",Delivered,kick
said_bouch,💎 مستوي 20 + رقصة هدية,12280629230,399,points,"6/28/2026, 3:32:51 AM",Delivered,kick
10049761722,💎 مستوي 6 + رقصة هدية,16192093311,199,points,"6/28/2026, 3:32:51 AM",Delivered,kick
nnsn3n,💎 مستوي 20 + رقصة هدية,11839655215,399,points,"6/28/2026, 3:32:51 AM",Delivered,kick
amineamara45,💎 مستوي 6 + رقصة هدية,7867507512,199,points,"6/28/2026, 3:32:21 AM",Delivered,kick
Amar123esam,🧆 شحن 60 شدة ببجي,5436596088,399,points,"6/28/2026, 2:14:51 AM",Delivered,kick
LOOBEO,🧆 شحن 60 شدة ببجي,5266977384,399,points,"6/28/2026, 1:59:51 AM",Delivered,kick
Samir78XS,🔥 عرض 300 جوهرة والرقصة,2195286436,99,points,"6/28/2026, 1:52:21 AM",Delivered,kick
said200532,🔥 عرض 300 جوهرة والرقصة,2982793762,99,points,"6/28/2026, 1:52:21 AM",Delivered,kick
Adamleader1,🔥 عرض 300 جوهرة والرقصة,3987934825,99,points,"6/28/2026, 1:52:21 AM",Delivered,kick
torosike,🔥 عرض 300 جوهرة والرقصة,14499404456,99,points,"6/28/2026, 1:52:21 AM",Delivered,kick
azeddine411,🔥 عرض 300 جوهرة والرقصة,5987759541,99,points,"6/28/2026, 1:52:21 AM",Delivered,kick
ZKREA_55,🧆 شحن 60 شدة ببجي,!shop buy 60 52140593380,399,points,"6/28/2026, 1:44:51 AM",Delivered,kick
uxiene8cb3i,🧶 شارة الاوجي في الشات,يااا مطور تمساح ممكن تشحنلي تصريح المستوى لفل 6 بدي هاي 16012618352,99,points,"6/28/2026, 1:43:51 AM",Delivered,kick
14504654422,🧶 شارة الاوجي في الشات,!shop buy pc 14504654422,99,points,"6/28/2026, 1:14:51 AM",Delivered,kick
K2a0r1e4em,💎 مستوي 20 + رقصة هدية,6593137601,399,points,"6/28/2026, 1:02:51 AM",Delivered,kick
RADWAANMABROKI,💎 مستوي 15 +  رقصة هدية,1677327528 والله انا آسف ما استطيع اقعد في لايف,399,points,"6/28/2026, 1:02:51 AM",Delivered,kick
shjw8j,💎 مستوي 10 + رقصة هدية ,6828170939,399,points,"6/28/2026, 1:02:21 AM",Delivered,kick
ezz129202,💎 مستوي 20 + رقصة هدية,6614749277,399,points,"6/28/2026, 1:02:21 AM",Delivered,kick
jmilisoufiane,💎 مستوي 15 +  رقصة هدية,8006886374,399,points,"6/28/2026, 1:02:21 AM",Delivered,kick
Omarr_47p,💎 مستوي 20 + رقصة هدية,10989979847,399,points,"6/28/2026, 1:02:21 AM",Delivered,kick
wlwlemem,💎 مستوي 15 +  رقصة هدية,11798592275,399,points,"6/28/2026, 1:02:21 AM",Delivered,kick
AMKL123,💎 مستوي 10 + رقصة هدية ,12722560592,399,points,"6/28/2026, 1:02:21 AM",Delivered,kick
roblox_7,💎 مستوي 15 +  رقصة هدية,874596869,399,points,"6/28/2026, 1:01:51 AM",Delivered,kick
1ahmedTV,💎 مستوي 6 + رقصة هدية,13067063050,199,points,"6/28/2026, 1:01:51 AM",Delivered,kick
Otmaii,💎 مستوي 10 + رقصة هدية ,8039524095,399,points,"6/28/2026, 1:01:51 AM",Delivered,kick
Kamal123rt,💎 مستوي 10 + رقصة هدية ,10751912968,399,points,"6/28/2026, 1:01:51 AM",Delivered,kick
GOGOFF444,💎 مستوي 6 + رقصة هدية,16205821729,199,points,"6/28/2026, 1:01:51 AM",Delivered,kick
layen6,💎 مستوي 20 + رقصة هدية,9297826500,399,points,"6/28/2026, 1:01:51 AM",Delivered,kick
ABAS_AIL,💎 مستوي 15 +  رقصة هدية,2464039714,399,points,"6/28/2026, 1:01:21 AM",Delivered,kick
53888605,💎 مستوي 15 +  رقصة هدية,7599826833,399,points,"6/28/2026, 1:00:51 AM",Delivered,kick
yahia111222,🧶 شارة الاوجي في الشات,1193926712,99,points,"6/28/2026, 12:51:51 AM",Delivered,kick
59742404013,💵 شراء 50 جنية مصري,01014951522,499,points,"6/27/2026, 11:55:51 PM",Delivered,kick
seemr,110,2341997886,299,points,"6/27/2026, 11:48:51 PM",Delivered,kick
Mr1Noor,110,7261883942,299,points,"6/27/2026, 11:48:51 PM",Delivered,kick
Youcef200926,110,953359527,299,points,"6/27/2026, 11:48:51 PM",Delivered,kick
3KED_K47LOCH,🔥 عرض 300 جوهرة والرقصة,5670952374,99,points,"6/27/2026, 11:48:51 PM",Delivered,kick
Tounssi11,🔥 عرض 300 جوهرة والرقصة,8346378252,99,points,"6/27/2026, 11:48:51 PM",Delivered,kick
dz2sa,💎 شحن عضوية اسبوعية,2580214232,999,points,"6/27/2026, 11:34:21 PM",Delivered,kick
SlimaneHankre,110,7013268909,299,points,"6/27/2026, 11:22:21 PM",Delivered,kick
said200532,110,2982793762,299,points,"6/27/2026, 11:22:21 PM",Delivered,kick
odijd,110,10820038378,299,points,"6/27/2026, 11:21:51 PM",Delivered,kick
firascanada,110,8147015668,299,points,"6/27/2026, 11:21:51 PM",Delivered,kick
Sdvgb,🧶 شارة الاوجي في الشات,انا بحبك,99,points,"6/27/2026, 11:03:51 PM",Delivered,kick
Hamzah_183,🤣 دعم المطور تمساح,,99,points,"6/27/2026, 10:40:51 PM",Delivered,kick
abdo12345qwertyuiop,🤣 دعم المطور تمساح,احبك يا افضل مطور ممكن تطورلي حساب حلمي رقصة دخول 6568132797,99,points,"6/27/2026, 10:35:21 PM",Delivered,kick
sayfsayf12345,🧆 شحن 60 شدة ببجي,5821764635 ōīīĪōīū,399,points,"6/27/2026, 10:34:21 PM",Delivered,kick
Adam3819,💎 مستوي 20 + رقصة هدية,6810356796 ارجوك يا احسن مطور تمساح,399,points,"6/27/2026, 10:25:21 PM",Delivered,kick
LOUAY_ZELF,💎 شحن عضوية اسبوعية,268411897,999,points,"6/27/2026, 10:24:51 PM",Delivered,kick
amineikiss2,💎 مستوي 20 + رقصة هدية,14843783805,399,points,"6/27/2026, 10:24:51 PM",Delivered,kick
dodo12398,💎 مستوي 25 + رقصة هدية,8522157539,399,points,"6/27/2026, 10:24:21 PM",Delivered,kick
45AHMAD,🔥 عرض 300 جوهرة والرقصة,7754581776,99,points,"6/27/2026, 10:24:21 PM",Delivered,kick
killer88g,🔥 عرض 300 جوهرة والرقصة,1988569717,99,points,"6/27/2026, 10:24:21 PM",Delivered,kick
Hicham1113,🔥 عرض 300 جوهرة والرقصة,11551800242,99,points,"6/27/2026, 10:24:21 PM",Delivered,kick
zoro161130,💎 مستوي 25 + رقصة هدية,14834458392,399,points,"6/27/2026, 10:24:21 PM",Delivered,kick
HHHamo,💎 مستوي 20 + رقصة هدية,1800374773,399,points,"6/27/2026, 10:24:21 PM",Delivered,kick
anasspa,💎 مستوي 25 + رقصة هدية,12767005660,399,points,"6/27/2026, 10:23:51 PM",Delivered,kick
hamza7548,110,7643140100,299,points,"6/27/2026, 10:23:51 PM",Delivered,kick
wassim40mE,💎 مستوي 30 + رقصة هدية,15428071061,499,points,"6/27/2026, 10:23:51 PM",Delivered,kick
tanjirosan01,110,10278793338,299,points,"6/27/2026, 10:23:51 PM",Delivered,kick
11AAA111,110,6536947982,299,points,"6/27/2026, 10:23:51 PM",Delivered,kick
alialkhle,💎 مستوي 15 +  رقصة هدية,9016725576,399,points,"6/27/2026, 10:23:21 PM",Delivered,kick
ayoubrbi3,💎 مستوي 10 + رقصة هدية ,10707089826,399,points,"6/27/2026, 10:23:21 PM",Delivered,kick
hcsjg,💎 مستوي 10 + رقصة هدية ,2032036794,399,points,"6/27/2026, 10:23:21 PM",Delivered,kick
jkmio,💎 مستوي 15 +  رقصة هدية,6525306008,399,points,"6/27/2026, 10:22:51 PM",Delivered,kick
Otmaii,💎 مستوي 15 +  رقصة هدية,8039524095,399,points,"6/27/2026, 10:22:51 PM",Delivered,kick
Hos111444,💎 مستوي 10 + رقصة هدية ,5991448556,399,points,"6/27/2026, 10:22:51 PM",Delivered,kick
ufuhi,💎 مستوي 6 + رقصة هدية,11346631678,199,points,"6/27/2026, 10:10:21 PM",Delivered,kick
Iman_127,💎 مستوي 6 + رقصة هدية,15156597969,199,points,"6/27/2026, 10:10:21 PM",Delivered,kick
Guuun,💎 مستوي 6 + رقصة هدية,4328983588,199,points,"6/27/2026, 10:10:21 PM",Delivered,kick
ayhamtaani,💎 مستوي 6 + رقصة هدية,2041672874,199,points,"6/27/2026, 10:09:21 PM",Delivered,kick
saloma5,110,12531770992,299,points,"6/27/2026, 9:57:21 PM",Delivered,kick
ZAMASU_TV,110,2912484653,299,points,"6/27/2026, 9:56:51 PM",Delivered,kick
islam_inspir1,110,8755029478,299,points,"6/27/2026, 9:56:51 PM",Delivered,kick
Hicham1113,🔥 عرض 300 جوهرة والرقصة,12776979925,99,points,"6/27/2026, 9:56:51 PM",Delivered,kick
Yara1tm,🔥 عرض 300 جوهرة والرقصة,7678198473,99,points,"6/27/2026, 9:56:51 PM",Delivered,kick
TM_FAHD,🔥 عرض 300 جوهرة والرقصة,4961351616,99,points,"6/27/2026, 9:56:51 PM",Delivered,kick
yacineuytru,🔥 عرض 300 جوهرة والرقصة,8745254982,99,points,"6/27/2026, 9:56:51 PM",Delivered,kick
mazen2xo,🔥 عرض 300 جوهرة والرقصة,3743364474,99,points,"6/27/2026, 9:56:51 PM",Delivered,kick
AO_SAE,🤣 دعم المطور تمساح,,99,points,"6/27/2026, 9:56:21 PM",Delivered,kick
9191086785,💎 شحن عضوية اسبوعية,12566624534,999,points,"6/27/2026, 9:50:51 PM",Delivered,kick
Jasm_Go,💎 مستوي 30 + رقصة هدية,4317112222,499,points,"6/27/2026, 9:41:21 PM",Delivered,kick
MIFF71_01,❌ اللغاء طلب من طلباتك,عايز الغي ال50 جنيه,49,points,"6/27/2026, 3:01:50 AM",Delivered,kick
Xoxoo123,💎 شراء عنصر مالا نهاية,1706813686 جواهر بدي 3/2 لمصر,499,points,"6/27/2026, 1:10:20 AM",Delivered,kick
TM_MAHDY,💵 شراء 50 جنية مصري,01029725267,499,points,"6/26/2026, 6:22:19 AM",Delivered,kick
lolofofoyoyo,💎 مستوي 15 +  رقصة هدية,12284341059,399,points,"6/26/2026, 1:59:49 AM",Delivered,kick
F_A_S_m_m,💎 مستوي 10 + رقصة هدية ,7485268764,399,points,"6/26/2026, 1:51:19 AM",Delivered,kick
gcuflfyx,💎 مستوي 15 +  رقصة هدية,9615476111,399,points,"6/26/2026, 1:49:49 AM",Delivered,kick
nabilbilan,💎 مستوي 15 +  رقصة هدية,11351686589,399,points,"6/26/2026, 1:35:19 AM",Delivered,kick
dack07,💎 مستوي 15 +  رقصة هدية,7627185783,399,points,"6/26/2026, 1:27:19 AM",Delivered,kick
mhkay,💎 مستوي 25 + رقصة هدية,10262898131,399,points,"6/26/2026, 1:12:19 AM",Delivered,kick
bakisb3,💎 مستوي 25 + رقصة هدية,2016674977,399,points,"6/26/2026, 1:11:49 AM",Delivered,kick
OP_islem,💎 مستوي 25 + رقصة هدية,6559858755,399,points,"6/26/2026, 1:11:49 AM",Delivered,kick
GONEUR,💎 مستوي 15 +  رقصة هدية,9149352331,399,points,"6/26/2026, 1:10:19 AM",Delivered,kick
harethgg,💎 مستوي 25 + رقصة هدية,15098656064,399,points,"6/26/2026, 1:09:49 AM",Delivered,kick
ZAGHDOUDI,💎 مستوي 10 + رقصة هدية ,973787943,399,points,"6/26/2026, 1:05:49 AM",Delivered,kick
ABDOOOUUUFFF,💎 مستوي 15 +  رقصة هدية,3547076761,399,points,"6/26/2026, 1:04:49 AM",Delivered,kick
ZAIN123456789,110,7096993396,299,points,"6/26/2026, 12:49:19 AM",Delivered,kick
KOUSSAY2010W,110,13999326361,299,points,"6/26/2026, 12:46:19 AM",Delivered,kick
DRojep,💎 مستوي 10 + رقصة هدية ,8109395609,399,points,"6/26/2026, 12:46:19 AM",Delivered,kick
JJJAAALLLIIILL,💎 مستوي 10 + رقصة هدية ,12683100330,399,points,"6/26/2026, 12:38:19 AM",Delivered,kick
Ahmed64697,💎 مستوي 20 + رقصة هدية,9880681000,399,points,"6/26/2026, 12:35:49 AM",Delivered,kick
15172374029,💎 مستوي 10 + رقصة هدية ,15172374029,399,points,"6/26/2026, 12:33:49 AM",Delivered,kick
riffibrc,💎 مستوي 10 + رقصة هدية ,1869259763,399,points,"6/26/2026, 12:32:19 AM",Delivered,kick
ReallM6,110,2216385661,299,points,"6/26/2026, 12:30:49 AM",Delivered,kick
idrissgf,💎 مستوي 20 + رقصة هدية,طلبي هو بطاقة لفل 20 الايدي 11527161317 وارجوك ساعدني بكود الكبرى,399,points,"6/26/2026, 12:26:19 AM",Delivered,kick
Aboodcr7an,💎 مستوي 10 + رقصة هدية ,2379416441,399,points,"6/26/2026, 12:07:19 AM",Delivered,kick
popohoho,110,8606759104,299,points,"6/26/2026, 12:05:49 AM",Delivered,kick
killer88g,💎 مستوي 10 + رقصة هدية ,9706992943,399,points,"6/26/2026, 12:04:19 AM",Delivered,kick
fgftcgxr,❌ اللغاء طلب من طلباتك,أريد إلغاء طلب ترقية البرايم (Prime) وإسترجاع النقاط,49,points,"6/25/2026, 11:49:49 PM",Delivered,kick
gagc,🧶 شارة الاوجي في الشات,يا بلييز تمساح افضل مطور وارجوك اعطيني 110 جوهرة,99,points,"6/25/2026, 11:45:49 PM",Delivered,kick
Hasan76556,💎 مستوي 10 + رقصة هدية ,13479705930,399,points,"6/25/2026, 11:40:19 PM",Delivered,kick
HLKJSBAGKSDAJVFB,💎 مستوي 15 +  رقصة هدية,4713850608,399,points,"6/25/2026, 11:38:19 PM",Delivered,kick
dHOoMi54248,💎 مستوي 25 + رقصة هدية,13880047072,399,points,"6/25/2026, 11:36:49 PM",Delivered,kick
yacineKINZO,110,9725238965,299,points,"6/25/2026, 11:16:49 PM",Delivered,kick
Ci0lia,💎 مستوي 15 +  رقصة هدية,13174722409,399,points,"6/25/2026, 11:15:49 PM",Delivered,kick
afroukh122,💎 مستوي 15 +  رقصة هدية,3619503665,399,points,"6/25/2026, 11:15:19 PM",Delivered,kick
rxx_e,💎 مستوي 20 + رقصة هدية,انا يا اسطورة + ممكن تبعثلي كود الدخلة والله مااخذتو2623296971,399,points,"6/25/2026, 11:13:49 PM",Delivered,kick
dgaj28272,💎 مستوي 25 + رقصة هدية,8981713539,399,points,"6/25/2026, 11:13:19 PM",Delivered,kick
ghauaauawuuw7q18,💎 مستوي 10 + رقصة هدية ,3619503665,399,points,"6/25/2026, 11:05:49 PM",Delivered,kick
mohamed9078,💎 مستوي 10 + رقصة هدية ,Id9114914870,399,points,"6/25/2026, 11:00:49 PM",Delivered,kick
Sa7rawiS7,110,6448495735,299,points,"6/25/2026, 10:51:19 PM",Delivered,kick
Samhaad,💎 مستوي 25 + رقصة هدية,14239881676,399,points,"6/25/2026, 10:49:49 PM",Delivered,kick
hicham35dz,💎 مستوي 6 + رقصة هدية,9719432906,199,points,"6/25/2026, 10:47:19 PM",Delivered,kick
souhaana,110,2193174536,299,points,"6/25/2026, 10:47:19 PM",Delivered,kick
8ody20123,💎 مستوي 6 + رقصة هدية,7543382955,199,points,"6/25/2026, 10:46:49 PM",Delivered,kick
10049761722,💎 مستوي 6 + رقصة هدية,8977308685,199,points,"6/25/2026, 10:46:49 PM",Delivered,kick
whauw,💎 مستوي 10 + رقصة هدية ,13704330951,399,points,"6/25/2026, 10:46:49 PM",Delivered,kick
omar475ttd,110,2573056161,299,points,"6/25/2026, 10:46:49 PM",Delivered,kick
Aeham1392,💎 مستوي 6 + رقصة هدية,1679125006,199,points,"6/25/2026, 10:45:49 PM",Delivered,kick
usmqjdj,💎 مستوي 6 + رقصة هدية,6192281008,199,points,"6/25/2026, 10:45:49 PM",Delivered,kick
taha_2012db,💎 مستوي 6 + رقصة هدية,7339075904,199,points,"6/25/2026, 10:45:19 PM",Delivered,kick
569Da,💎 مستوي 10 + رقصة هدية ,7555566278افضل مطور,399,points,"6/25/2026, 10:44:49 PM",Delivered,kick
ayoubsohbi23,💎 مستوي 6 + رقصة هدية,9481824233,199,points,"6/25/2026, 10:44:49 PM",Delivered,kick
igsvsj2011,💎 مستوي 15 +  رقصة هدية,1984708867 السم JO 2011 F,399,points,"6/25/2026, 10:44:19 PM",Delivered,kick
yazan646,💎 مستوي 10 + رقصة هدية ,12201885393,399,points,"6/25/2026, 10:44:19 PM",Delivered,kick
Mjsksmhek,💎 شحن عضوية اسبوعية,8784435073,999,points,"6/25/2026, 10:40:19 PM",Delivered,kick
Samir78XS,💵 شراء 50 جنية مصري,01128511017,499,points,"6/25/2026, 10:17:49 PM",Delivered,kick
835485,💎 مستوي 10 + رقصة هدية ,1181944825,399,points,"6/25/2026, 10:05:49 PM",Delivered,kick
LiDE2163,💎 مستوي 10 + رقصة هدية ,9327319816,399,points,"6/25/2026, 10:04:19 PM",Delivered,kick
dgnsgnstbztj,💎 مستوي 25 + رقصة هدية,13884005354,399,points,"6/25/2026, 10:00:49 PM",Delivered,kick
44335Taim77668,💎 مستوي 10 + رقصة هدية ,14172813003,399,points,"6/25/2026, 10:00:19 PM",Delivered,kick
mohmdaminafroukh,💎 مستوي 30 + رقصة هدية,14347219271,499,points,"6/25/2026, 10:00:19 PM",Delivered,kick
fvsz,🤣 دعم المطور تمساح,,99,points,"6/25/2026, 9:59:19 PM",Delivered,kick
gfhvhufguvu,💎 مستوي 20 + رقصة هدية,9629368803,399,points,"6/25/2026, 9:36:49 PM",Delivered,kick
amineikiss2,💎 مستوي 15 +  رقصة هدية,14843783805,399,points,"6/25/2026, 9:36:49 PM",Delivered,kick
kamal1234567891,💎 مستوي 10 + رقصة هدية ,9571206533,399,points,"6/25/2026, 9:34:19 PM",Delivered,kick
Mohamed33366,💎 مستوي 10 + رقصة هدية ,5987498628,399,points,"6/25/2026, 9:22:49 PM",Delivered,kick
A_b_d_A_b_d,110,9337409772,299,points,"6/25/2026, 9:12:49 PM",Delivered,kick
wfor463,110,13209005314,299,points,"6/25/2026, 9:02:49 PM",Delivered,kick
ieudueiyeuxheuej,💎 مستوي 10 + رقصة هدية ,11377815463,399,points,"6/25/2026, 8:58:19 PM",Delivered,kick
mazekhaled,110,2103642389,299,points,"6/25/2026, 8:51:49 PM",Delivered,kick
tdjskstt,💎 مستوي 20 + رقصة هدية,7842383318,399,points,"6/25/2026, 8:27:19 PM",Delivered,kick
Walid2314,110,6545296266,299,points,"6/25/2026, 8:21:19 PM",Delivered,kick
hamzaelannaze9,💎 مستوي 25 + رقصة هدية,3543111727 تيمساح بحبك كتير,399,points,"6/25/2026, 8:19:49 PM",Delivered,kick
fibsib,💎 مستوي 25 + رقصة هدية,9163573671,399,points,"6/25/2026, 8:05:49 PM",Delivered,kick
ahmad005ahmas,💎 مستوي 15 +  رقصة هدية,13596417776,399,points,"6/25/2026, 7:54:19 PM",Delivered,kick
ITSMEABDO98,110,1279257868,299,points,"6/25/2026, 7:46:19 PM",Delivered,kick
rel15,💎 مستوي 6 + رقصة هدية,7103240429,199,points,"6/25/2026, 7:45:19 PM",Delivered,kick
Iman_127,💎 مستوي 6 + رقصة هدية,11531843322,199,points,"6/25/2026, 7:43:49 PM",Delivered,kick
m3koid,110,3852879328,299,points,"6/25/2026, 7:41:19 PM",Delivered,kick
raid826,💎 مستوي 6 + رقصة هدية,12595759249,199,points,"6/25/2026, 7:40:49 PM",Delivered,kick
sejbdnddn,💎 مستوي 6 + رقصة هدية,12642043106,199,points,"6/25/2026, 7:38:49 PM",Delivered,kick
soufian133_7,💎 مستوي 6 + رقصة هدية,8647732215,199,points,"6/25/2026, 7:38:49 PM",Delivered,kick
jkmio,110,8740847827,299,points,"6/25/2026, 7:38:19 PM",Delivered,kick
HHHamo,💎 مستوي 6 + رقصة هدية,1197704134,199,points,"6/25/2026, 7:37:49 PM",Delivered,kick
meherneili,💎 مستوي 25 + رقصة هدية,12464767485,399,points,"6/25/2026, 7:36:19 PM",Delivered,kick
nnsn3n,💎 مستوي 6 + رقصة هدية,13341036488,199,points,"6/25/2026, 7:35:19 PM",Delivered,kick
klachskwed,🔥 عرض 300 جوهرة والرقصة,647361422,99,points,"6/25/2026, 7:34:49 PM",Delivered,kick
AURA_VIRAX,🔥 عرض 300 جوهرة والرقصة,1246818937,99,points,"6/25/2026, 7:34:49 PM",Delivered,kick
DSGYY,🔥 عرض 300 جوهرة والرقصة,12535643852,99,points,"6/25/2026, 7:34:49 PM",Delivered,kick
I_B_R_A_H_H_I_M,🔥 عرض 300 جوهرة والرقصة,8971902905,99,points,"6/25/2026, 7:34:49 PM",Delivered,kick
yahia150125M,💎 شحن بويا باس ايدي,8597110248,499,points,"6/25/2026, 7:33:49 PM",Delivered,kick
mmbaam,💎 مستوي 20 + رقصة هدية,1803480161,399,points,"6/25/2026, 7:31:19 PM",Delivered,kick
mnkr6789,💎 مستوي 15 +  رقصة هدية,14873855518,399,points,"6/25/2026, 7:29:49 PM",Delivered,kick
gsmsh,110,9001299295,299,points,"6/25/2026, 7:26:49 PM",Delivered,kick
Aboud_771,💎 مستوي 15 +  رقصة هدية,8662436577,399,points,"6/25/2026, 7:19:19 PM",Delivered,kick
Guuun,💎 مستوي 10 + رقصة هدية ,والله تعبي رح انا كن عندي 1500 نقاط عمل اكلمك مش بترود ركم الكاش01229196351 حولي 200 بس عوز اشحن النت,399,points,"6/25/2026, 7:12:49 PM",Delivered,kick
Crazyman7771,110,224062901,299,points,"6/25/2026, 7:04:49 PM",Delivered,kick
rayan_7d,💎 مستوي 25 + رقصة هدية,8458339888,399,points,"6/25/2026, 6:57:19 PM",Delivered,kick
wlwlemem,💎 مستوي 10 + رقصة هدية ,11798592275 إشحنلي بسرعه عشان كنز الفريق,399,points,"6/25/2026, 6:51:49 PM",Delivered,kick
badisff01,❌ اللغاء طلب من طلباتك,انا إشتري بالغلط طلب رفع بطاقة مستوى لافل 6 إلغيه من فضلك,49,points,"6/25/2026, 6:45:19 PM",Delivered,kick
puooo,💎 مستوي 15 +  رقصة هدية,14851220428,399,points,"6/25/2026, 6:41:49 PM",Delivered,kick
MMMBNM,💎 مستوي 25 + رقصة هدية,6510077985,399,points,"6/25/2026, 6:38:49 PM",Delivered,kick
ldjddjs,💎 مستوي 15 +  رقصة هدية,7678198473,399,points,"6/25/2026, 6:38:19 PM",Delivered,kick
mohssin77544,💎 مستوي 6 + رقصة هدية,16164184531,199,points,"6/25/2026, 6:38:19 PM",Delivered,kick
Omarr_47p,110,9594968721,299,points,"6/25/2026, 6:26:19 PM",Delivered,kick
Tarbonaa,💎 مستوي 6 + رقصة هدية,10005283552يسطا انا ممكن اسيب اللايف في اي لحظه عندي ظروف ربنا يفرحك زي ما بتفرح,199,points,"6/25/2026, 6:25:19 PM",Delivered,kick
abdrehmem,110,9826817430,299,points,"6/25/2026, 6:20:19 PM",Delivered,kick
7fdjbu8ib,💎 مستوي 25 + رقصة هدية,6964332544,399,points,"6/25/2026, 6:07:19 PM",Delivered,kick
M4RKO10K,110,12113104129اتمنى ترد على ديس انا الذي شريت السماعات جيمنج,299,points,"6/25/2026, 6:06:49 PM",Delivered,kick
MAZENMEZO17,💎 مستوي 6 + رقصة هدية,16072158951,199,points,"6/25/2026, 6:06:19 PM",Delivered,kick
mfargaa,💎 مستوي 6 + رقصة هدية,9711770173,199,points,"6/25/2026, 6:03:49 PM",Delivered,kick
othmanz18,💎 مستوي 6 + رقصة هدية,1702916313,199,points,"6/25/2026, 5:59:19 PM",Delivered,kick
9190823674,💎 مستوي 6 + رقصة هدية,3247600441,199,points,"6/25/2026, 5:59:19 PM",Delivered,kick
esm_ail_6,💎 مستوي 25 + رقصة هدية,14100086028,399,points,"6/25/2026, 5:57:19 PM",Delivered,kick
yuiopyj,💎 مستوي 6 + رقصة هدية,3787604248,199,points,"6/25/2026, 5:56:19 PM",Delivered,kick
louaygoule77,💎 مستوي 6 + رقصة هدية,11964462928,199,points,"6/25/2026, 5:52:19 PM",Delivered,kick
firiduys,💎 مستوي 6 + رقصة هدية,11122750754,199,points,"6/25/2026, 5:51:19 PM",Delivered,kick
iyed98076,💎 مستوي 6 + رقصة هدية,12484175806,199,points,"6/25/2026, 5:49:19 PM",Delivered,kick
Ki157,💎 مستوي 6 + رقصة هدية,16156201346,199,points,"6/25/2026, 5:47:49 PM",Delivered,kick
roblox_7,💎 مستوي 10 + رقصة هدية ,874596869,399,points,"6/25/2026, 5:47:49 PM",Delivered,kick
alialkhle,💎 مستوي 6 + رقصة هدية,7284146211,199,points,"6/25/2026, 5:47:19 PM",Delivered,kick
fvsz,💎 مستوي 15 +  رقصة هدية,شكرا يا تمساح 9271064251,399,points,"6/25/2026, 5:45:19 PM",Delivered,kick
dmdnfnfn,💎 مستوي 10 + رقصة هدية ,15007326765,399,points,"6/25/2026, 5:42:49 PM",Delivered,kick
tnjgliyiiu746,110,7398455589,299,points,"6/25/2026, 5:37:49 PM",Delivered,kick
dodo12398,💎 مستوي 10 + رقصة هدية ,8522157539,399,points,"6/25/2026, 5:27:49 PM",Delivered,kick
SKT_ABDOU_CONI1,110,2573240718,299,points,"6/25/2026, 5:25:19 PM",Delivered,kick
Seifddinne,110,6031453779,299,points,"6/25/2026, 5:23:49 PM",Delivered,kick
Mahmoud99018,💎 مستوي 10 + رقصة هدية ,8796255809اكتشاف المزيدبوت بثبث ألعاببوت ديسكوردأدوات بث,399,points,"6/25/2026, 5:23:19 PM",Delivered,kick
havetv123,💎 مستوي 20 + رقصة هدية,11383257984,399,points,"6/25/2026, 5:22:49 PM",Delivered,kick
waseem0015,🔥 عرض 300 جوهرة والرقصة,12390547192,99,points,"6/25/2026, 5:20:19 PM",Delivered,kick
iritbeeo3,🔥 عرض 300 جوهرة والرقصة,5774152180,99,points,"6/25/2026, 5:20:19 PM",Delivered,kick
Mohamed_2014_14,🔥 عرض 300 جوهرة والرقصة,9566728310,99,points,"6/25/2026, 5:20:19 PM",Delivered,kick
taliaajjdmm,🔥 عرض 300 جوهرة والرقصة,8400275513,99,points,"6/25/2026, 5:20:19 PM",Delivered,kick
yuna7_0,💎 مستوي 25 + رقصة هدية,14796442799,399,points,"6/25/2026, 5:17:19 PM",Delivered,kick
khalladiaymen185,💎 مستوي 15 +  رقصة هدية,7779552360,399,points,"6/25/2026, 5:16:19 PM",Delivered,kick
OP_islem,💎 مستوي 30 + رقصة هدية,6559858755,499,points,"6/25/2026, 5:08:49 PM",Delivered,kick
56staf_a1,💵 شراء 50 جنية مصري,01011970929عبد الحليم,499,points,"6/25/2026, 5:07:49 PM",Delivered,kick
Amen_ali11,110,4286756942,299,points,"6/25/2026, 5:03:49 PM",Delivered,kick
addambb,🔊 سماع رسالتك في البث,اريد حسابي لي شتريتو قبل 10 ايام ارجع لرسال واتس +212604280145,49,points,"6/25/2026, 4:57:49 PM",Delivered,kick
0O_ZERO_DAY_Oo,💎 كود كاتانا بسعر رخيص,2573240718,299,points,"6/25/2026, 4:52:19 PM",Delivered,kick
LHOTGAMXx,110,14519716252,299,points,"6/25/2026, 3:58:49 PM",Delivered,kick
Yaskdhr_je,110,4286756942,299,points,"6/24/2026, 6:28:18 PM",Delivered,kick
Ronaldokick77,110,14728028285,299,points,"6/24/2026, 4:20:47 PM",Delivered,kick
FOLLOW_TMSAHFF1,💎 مستوي 20 + رقصة هدية,13815067997,399,points,"6/24/2026, 3:57:47 PM",Delivered,kick
